,screen_name,statuses_count
9527,JRise88,26249.0
9538,onlyjaita,24939.0
9541,SchmidtBailey96,1711.0
9545,PaulWHoffman,7304.0
9547,CriticalBard,4253.0
9553,mwiesner331,3534.0
9569,BethHerrig,838.0
9573,pclairx,840.0
9583,scales5,1801.0
9593,KellyWh70207112,344.0
9601,bplynch92,385.0
9603,44KillEmAll,239.0
9604,ShakesisterGrim,39683.0
9639,kcaaronh,5664.0
9645,Lauren_175,2575.0
9646,KHazex4,41.0
9650,GLittr_PRinc3ss,16736.0
9660,ryanroddy75,2090.0
9661,greathands72,578.0
9664,tfunneman,1360.0
9672,_gabriellanc,138002.0
9692,Z3roTol3r4nc3,5931.0
9696,tayaoctober1998,28226.0
9700,ISURedbird07,6493.0
9706,patman_71,6726.0
9713,Asebroek,316.0
9720,Cbranson71,1342.0
9731,cccodyy,11529.0
9770,Air_Wreck20,823.0
9782,shelbie1972,4321.0
9784,abreezeclayton,27676.0
9802,rabo12,19242.0
9807,mckenzierc11498,6792.0
9812,charleshurt15,125.0
9814,ltrags17,15135.0
9819,brandonmrick1,178.0
9820,MrsFranczyk,58.0
9824,Vince_ONeal52,2673.0
9831,dgrahamkostic,4494.0
9838,ben_benbowlin,938.0
9853,YingWade96,2006.0
9869,Scottyrock,8638.0
9883,Tomobptande1,59.0
9909,harvpunette,106.0
9913,basedahmad,47472.0
9916,MarckyMarq,1015.0
9928,swaggyc5,2963.0
9941,jalenshea,8794.0
9953,Scoopexplainsit,27491.0
9955,Mandi_MacLean,22361.0
9962,Thenewomarpuent,2069.0
9964,izarob98,4645.0
9992,N_Whit23,493.0
9998,Gregoradio,2205.0
10000,mikekerrigan4,2044.0
10003,Codyisinclass,537.0
10008,JenyLyons,662.0
10009,KenFenoglio,612.0
10014,scotty_coon,12.0
10027,r_schu33,11489.0
10039,shinepigeon,2168.0
10051,animator776,685.0
10054,KSmick93,5716.0
10062,g_duff97,14358.0
10071,paigebarnes250,1190.0
10104,ColeGary1,2625.0
10107,dylanbuxbaum,393.0
10116,katelin_ballou,8621.0
10127,breannpressss,3750.0
10136,JadaBabie,32976.0
10157,ncase69,25388.0
10168,CheerForever16,12881.0
10184,ach_Yahshanti,15228.0
10191,bitchellmailey,6718.0
10194,tictac990,3866.0
10195,ksisko17,23374.0
10214,KevMan_25,307.0
10215,Ambition_11212,10414.0
10244,73degrees,33517.0
10247,GrandPaEd53,3725.0
10257,travel_unbound,63.0
10272,robert_schuetz,32892.0
10273,TSOSCEO,581.0
10285,evanjodlowski20,2776.0
10286,TheD17Fuzz,2203.0
10295,djmiro83,3224.0
10308,hgschutz,647.0
10327,CadenaGriselda,20084.0
10344,mqtthrw,956.0
10363,lexa_jean_s,1556.0
10369,Wags635,26.0
10381,MissAmmunition,2070.0
10384,mrouse73,624.0
10391,darrick_kent,813.0
10394,ltms73,583.0
10415,iembot_dvn,121372.0
10416,MercedesRopela1,49.0
10422,PhynixTown,3323.0
10423,tiffkneebaby,1195.0
10427,buddies3,1670.0
10440,BarbourKelli,3746.0
10442,itsmarkos,5419.0
10449,stkmkt1,6905.0
10459,mhammett,18807.0
10464,kimthomasILSTOY,403.0
10465,ChadCoachnelly,412.0
10469,ScCrackPots,2053.0
10470,LaSalleIL,2848.0
10479,spaindangerous,166.0
10482,byort,1280.0
10483,nmzumpano,7710.0
10486,WVBoysSoccer,618.0
10502,mdrc0508,3367.0
10503,mbbakerfarms75,553.0
10504,sydneyhyltonn,3230.0
10506,ekmong_fry,1896.0
10518,brandcorazon,578.0
10521,959TheRiver,3777.0
10527,LindseySpicks,9743.0
10540,ShanteRandolph,6459.0
10543,nick_geo_29,29906.0
10544,QuintonFields6,217.0
10557,charles_woods1,741.0
10559,PSmacker,1403.0
10560,BloomingtonSt,6.0
10564,astro_amanda,135465.0
10568,ChristineBalag5,127.0
10569,yerkilnme,46.0
10577,lilliebaugh,9568.0
10584,Al_DeVivo,22927.0
10585,luebke_ariel,2247.0
10587,JulesDingman62,426.0
10594,BigCountryPhil,50956.0
10597,VadakinCody,295.0
10604,AUSpartanmlax,213.0
10607,DBloomberg,6981.0
10620,DaronBrownSr_,46472.0
10625,JustLexi777,5441.0
10629,RedbirdDad1007,748.0
10632,iamPistolPete_,80508.0
10635,RealMarkPfeif,6820.0
10636,billiam2626,6354.0
10638,KathyGolden1953,6700.0
10648,connorchoate__,19213.0
10653,ThatDapperPet,12686.0
10662,StuCoClass2021,126.0
10666,EdvisoryCouncil,25951.0
10668,HermsTheWord,15491.0
10679,Kolbi_32,32653.0
10681,NawlinsEdibles,897.0
10689,rbabox,4377.0
10701,stevent665,21946.0
10704,NickWisky,8088.0
10706,yesenia_felix,5598.0
10712,katodermo,5119.0
10724,TremainePogue,2268.0
10747,kaclasen,10776.0
10749,sheeaneedham,12145.0
10751,LilianMaxfield,612.0
10761,TheShape42,9266.0
10766,xoxo_corisaa,37904.0
10770,Derek4May,873.0
10773,notabigaiI,1246.0
10781,agapetou,731.0
10787,MatthewGerat,18517.0
10820,__1Dreamchaser,27146.0
10821,Kobes_official,4514.0
10823,peacockloren,445.0
10833,MichelleShiles,3083.0
10840,SoapyRock,20922.0
10843,localcrafts101,7520.0
10851,rydixon_,484.0
10859,NAVIDAVINAVI,527.0
10899,nikkimaceyy,1307.0
10920,httpkiyaa,59.0
10921,SoxsideBoys,2858.0
10932,thechosenjuan21,1390.0
10935,lesliejack61,73660.0
10942,madelaneeee,8751.0
10951,D_Warren35,8265.0
10953,_rvchel,134353.0
10954,tvjedi,52309.0
10957,RogerJCaldwell,3030.0
10964,MontezacInc,122.0
10966,spake_rob,2362.0
10969,anti_aging_RN,77.0
10978,halfdeadsnail,43.0
10981,ilovevucy,14453.0
11000,ceccyliaa,29957.0
11003,ArielRaver,5196.0
11017,reaganherbert15,136.0
11020,shahebags,1410.0
11025,bockoclock,16675.0
11030,savanaanelson,8601.0
11031,Shawn10465953,639.0
11033,HennuliYo,2519.0
11036,thezachattacker,257.0
11037,ViniRatheesh,1413.0
11038,pesopace,6240.0
11043,HailChristo,97804.0
11045,Cooking4F,2477.0
11046,KarinBerzanski,8781.0
11056,THEMEGADAN29,2124.0
11064,matrixartists,389.0
11071,NickWatson21,4177.0
11072,carl4603,591.0
11077,valentine_saul,151.0
11078,Matt_Gonnella,1215.0
11080,MrsMueller4,102.0
11085,C9NCIL,2146.0
11099,hallbriansmooth,4115.0
11105,Huffman_ALAH,1624.0
11106,EdwardJKahle,2910.0
11120,Gyland28Keegan,1029.0
11126,kaytlyng95,12195.0
11127,F3Naperville,1235.0
11135,_youngk26,636.0
11137,object82,300663.0
11144,tmj_prodjobs,456.0
11147,maddiem824,720.0
11151,Angel35183346,355.0
11152,AttackOfDak,11764.0
11154,pendl4,3267.0
11161,nygeis5,258.0
11163,tamitchell17,13165.0
11168,EdVGroup,1361.0
11172,RodAJr_nod,11071.0
11175,CrazyFatFarm,1566.0
11186,Quetterr_Wetter,30651.0
11202,jafmomjulia,1743.0
11205,gina_reis,27003.0
11218,calliemcclay,2498.0
11224,thechriswalle,11902.0
11226,NWSPaducah,21848.0
11227,olivia_lynn_bee,4445.0
11245,MegMcLaughlinDA,5126.0
11267,TrentMeacham,2238.0
11279,SusanHarbourt,10036.0
11294,iembot_pah,99023.0
11296,leahjohnson720,953.0
11322,tmj_il_itpm,233.0
11325,metromike0323,1563.0
11328,razellejade,16.0
11337,ihailmaps,35262.0
11339,MetaDyke,1179.0
11344,_brittwill,52467.0
11345,StormerSite,24272.0
11353,LauraCatchEmAll,7561.0
11355,keggrovebrewco,342.0
11365,A_Will_99,412.0
11379,CharleyCass,5902.0
11387,cozay14,19791.0
11401,Clubillicit2x,89896.0
11415,brittanyselina,8140.0
11440,QBSEXYYY,8687.0
11443,kylieedwards85,1723.0
11453,kenli_nettles17,1080.0
11457,Izzylayne1,1295.0
11478,sustainableag,12056.0
11489,STEPH_upyurgame,66.0
11490,KingJoeCross,17434.0
11493,KAOrman,21961.0
11496,waight_angelica,137.0
11498,annahaeffele,36980.0
11501,fabulousfIair,5594.0
11509,adam_dill,6007.0
11520,eamarov,1338.0
11523,TommyJames4977,479.0
11524,dmcfeaters30,20864.0
11526,pndsoccer,3255.0
11528,VMtrish76,519.0
11535,haykat22,6838.0
11545,TomSwords58,835.0
11547,JaredWC_,263.0
11549,tmj_usa_legal,298.0
11553,aashleyy_xo,44540.0
11558,mitchdh99,3414.0
11561,darksmiterd2,4017.0
11575,JoeyORiley11,3508.0
11578,DavidFleeger,8213.0
11593,stickell_abby,25.0
11595,OlysavBradley,2443.0
11597,stay_knoxy,15841.0
11600,rundrinkgame,4254.0
11602,JamesTWalker3,4659.0
11604,Tastiest_Jello,28014.0
11612,jon_fitzanko,1010.0
11616,liz_harder2,502.0
11626,Pumpi91,455.0
11628,TrippingVittles,827.0
11637,coachwilde,10032.0
11651,HollyMansberger,2355.0
11653,adripatricee,2586.0
11662,g_cucinella,1786.0
11673,bagoshoelover,3394.0
11674,marshadegenhar1,20349.0
11695,Jimeltwo,64.0
11706,ReoRossRealtor,17593.0
11709,AustinThomp29,1077.0
11715,bjord_19,9401.0
11723,Moscato_Nicole,16453.0
11738,jcastrochicago,3497.0
11740,l_p_348,3986.0
11751,martinjon,33736.0
11752,KaeleeLamping,13160.0
11757,bwmson,24588.0
11758,DouglasLarson74,1899.0
11760,JTHammitt,2220.0
11763,JustRollWith,1308.0
11765,Natelikesmilk,91.0
11771,DominicMagrini,845.0
11772,boix_bobby,2088.0
11775,dtvaneps,2832.0
11790,RileyMichal18,3026.0
11791,kat_wagnerr,5197.0
11795,jjgende,2563.0
11802,magoo500,2290.0
11806,cloudsaregreen,3600.0
11816,djgeorgeff,15353.0
11821,MattyBv3,3198.0
11827,Pastorglesne,3229.0
11828,MyBevy,9.0
11829,D_Kingsby2,13269.0
11853,mariahm28,1734.0
11864,TWags15,4730.0
11865,xhollxxx,16717.0
11871,GlenBirnbaum,2709.0
11875,AlexisLandini,4640.0
11876,DurbinLadyd420,499.0
11877,DustyKelley,1875.0
11881,NateFromPeak,93133.0
11884,Hons_E,590.0
11885,DreadNought__3,4483.0
11888,StreetScience01,903.0
11895,ChiraqSlums,382.0
11896,yaz_cristina13,2106.0
11908,yv_lalii,1841.0
11913,jojolexxx,7199.0
11920,suburbiaqueer,43897.0
11923,gxmed,34.0
11924,PriceHaydon,13648.0
11925,matt_bry2,587.0
11926,CB_33_,4238.0
11930,bay_bay_21,1215.0
11942,georgytheanimal,2319.0
11949,bm_hotchkiss,3093.0
11952,xxwnglhxx,181.0
11964,crashptm,87.0
11966,kaimenfrideres,11308.0
11978,XO__Deja,28871.0
11979,jkomnick10,2749.0
11987,smeirlofv,1829.0
11994,MusicDivPro,48713.0
11995,MindySueChapman,81813.0
12000,WA_Rowdies,1410.0
12001,RetroManRose,11243.0
12003,grebs_,5739.0
12015,MrsSpicklemire,169.0
12021,coach_al_baker,7917.0
12028,ufpd1232,179.0
12035,briantheelion,39695.0
12038,lalafrosty,1068.0
12044,johnnyangelyo,2810.0
12050,coleman_austin,5553.0
12063,KesslerBobby,355.0
12067,BooCurley,14359.0
12081,Jokerr_Grinds,1437.0
12100,jca_8,1387.0
12111,bob_davidson,3920.0
12147,cgardner1959,29.0
12157,jacob_reinholdt,2707.0
12166,medoan,731.0
12189,_simply_peyton,3410.0
12201,scott_stan,1372.0
12204,_TroubledWaters,1282.0
12208,FreddyPaulino1,6460.0
12213,BIGBSSSSSS,2793.0
12214,jankster99,1152.0
12219,heyrobbs,38732.0
12224,HarrySon39,33709.0
12225,janaia122,67.0
12226,DarlaMichel12,16.0
12229,kobenewman23,800.0
12236,redoctober25,3017.0
12241,Rockford4B,50.0
12249,dogeatr,27810.0
12255,KealySimkins,14744.0
12275,CaseyYager,258.0
12276,MKettwich,437.0
12278,drankthepaint,1206.0
12290,Ale_Balmer,5215.0
12306,YashMusabji,1054.0
12315,JaviCoronado_,47295.0
12317,djcreed312,92.0
12320,shashankbegur,1790.0
12328,heza,6396.0
12347,PaigeSullivan,23902.0
12367,weepingbunny1,805.0
12368,Sebaz_f,203.0
12370,BtheKracken,376.0
12386,Krasmania,3473.0
12395,Torixdickinson,11741.0
12404,Candymichell9,560.0
12413,rambo__5,13072.0
12417,_ravegod,16018.0
12424,Pemble18,1623.0
12446,MrsOrman,35547.0
12467,bombidil,20796.0
12473,emmenlex,3005.0
12488,Daceco90,16415.0
12512,mcrandalnick,2073.0
12516,NormalGadgets,10582.0
12543,ortiz10_jr,13241.0
12556,zstew13,3698.0
12579,millamilian,2195.0
12588,JoshuaSoule,13695.0
12609,kellyladew31,3978.0
12624,ForeverGilligan,47798.0
12628,joviancult,5488.0
12632,jenslavo,372.0
12633,tswxxx,48193.0
12639,Tyus1995,1628.0
12640,corynxoxo,36.0
12645,NamjoonsTrouble,3103.0
12648,AuroraPoliceIL,3753.0
12650,TonisWindow,1.0
12655,HOIABC_News,20506.0
12658,MollyTV_,12935.0
12659,GEEKINVIE,5829.0
12662,caels97,10618.0
12670,lewdanmar,35096.0
12682,Santi_Filasco,11977.0
12683,Joroper5,752.0
12689,KMikyska,465.0
12690,donr36,1428.0
12694,JaDineWarrior18,230.0
12702,NicholasLars0n,3228.0
12709,beabaughman,20587.0
12727,CollMeDaddy1,6523.0
12731,Zaewolf17,4867.0
12749,MrYokely,30255.0
12759,chefpaul71,1263.0
12762,ACESDeanKidwell,3050.0
12766,RaffalexNBK,1798.0
12788,vivalajulia44,3070.0
12793,PerezHomero,309.0
12806,SadikuBeli,6530.0
12808,BLANCAGSELENEB1,667.0
12812,GRevDH02,2719.0
12814,buzz_talbot,312.0
12828,LForLMusic,13053.0
12830,TriaB007,4580.0
12834,cweb521,20247.0
12837,StlSinger_Aspie,1435.0
12841,jennie_wulbrun,433.0
12848,TequilaAficion,36209.0
12853,MemyselfandI536,21188.0
12868,lynxwsoccer,1505.0
12869,somanyparks,4303.0
12923,Paint_the_air,5482.0
12924,JPaulComeau,372.0
12962,MichaelPegues,362.0
12968,DanMick93,487.0
12970,mc_morris,3367.0
12975,AustinWolff3,3749.0
12977,Scottr3126,9889.0
12990,brettbunz9,3372.0
12991,Scott_Mitchell1,1039.0
12995,codeye1974,4204.0
12997,Hinds_Farms,120.0
13001,kiefersgirls13,1142.0
13008,ChanceProduct,6444.0
13021,JohnMil14887896,138.0
13028,KEVINLWHITE11,7979.0
13029,woulard_shania,202.0
13037,culver_ethan,3647.0
13047,Jenkneefuurr,3151.0
13048,HelloNuman,180.0
13061,JDuB4332,2892.0
13064,allen_i,5661.0
13066,MarmionStrength,1245.0
13069,javeigh,4416.0
13077,FindingM3IsLov3,4483.0
13105,frankie_szot34,7257.0
13106,KDanielwicz,1400.0
13114,1007jlh,816.0
13122,AirMatt78,2243.0
13132,JamesDa47116905,2468.0
13133,Gilp83,4315.0
13144,michael_turano,2465.0
13149,OnionKnightArt,3026.0
13150,kmb071970,419.0
13158,joemyers03,3324.0
13161,Dannieee_Jooo,5390.0
13180,moniquegarcia,11368.0
13199,cre2011,78.0
13231,cspence_photo,3197.0
13236,SimpleTreas4482,677.0
13238,Bitch_NextDoor1,75125.0
13243,JVasquez13D,20789.0
13282,billtreakle,4137.0
13310,BrokerShannon,1409.0
13327,ChrisCamrun,1512.0
13342,IlliniRTC,560.0
13348,RedCrossCSIL,3862.0
13351,Nico_Venecia,12605.0
13358,MMafte,1748.0
13359,Safe_PassageDV,2570.0
13366,BWestAthletics,8423.0
13378,themidcitykid,16067.0
13379,_gerardo_ortega,100.0
13381,jsoja3,8597.0
13402,CHinerichsen,2453.0
13409,LyvveaC,1207.0
13410,Murphytracy14,9739.0
13412,mjpesquire,6615.0
13415,rockypintozzi,629.0
13421,allisanoo,27253.0
13432,AgFocusLLC,321.0
13469,rikky_100,636.0
13471,tmj_IL_ACCT,520.0
13479,shooitz,14031.0
13492,wyzguy71,1321.0
13494,thatkidgio10,2593.0
13506,TheNeatOGang,377.0
13515,TopflightGrain,5181.0
13518,TCaddy6,18786.0
13527,claytonleffler,2197.0
13557,SelleBrian,437.0
13560,GregScott04,46661.0
13570,ILplantdoc,2484.0
13573,johnd1182,115.0
13580,Rob_McMahon,15245.0
13583,ericdavis221,86802.0
13589,SewEasy4U,589.0
13596,aprsballoons,41834.0
13603,MedcorJobs,146.0
13607,madstout40,10341.0
13612,EmmyLu_21,7588.0
13625,rhett4647,7192.0
13629,lauratimoti,1303.0
13640,Adam33971119,897.0
13659,Kay_k_143,2362.0
13662,PierceMicah,3312.0
13664,TravelHub365,4947.0
13672,TerrezBrooks,10457.0
13675,jacksrex,771.0
13679,Jay_Siegrist,663.0
13688,LILMIKEY_dbbent,34999.0
13693,BBurgSteve,2944.0
13707,brianatsprint,2144.0
13714,jakub_sizz,3406.0
13718,CoachBMcCaslin,1977.0
13722,Fearsome_Banana,14058.0
13726,BruntjenAg,554.0
13729,chicagoinktatto,3679.0
13734,Nevelinnn,6801.0
13735,caffeine_veins,4160.0
13739,BesimiBreanna,16844.0
13742,IamCivilDeB,61523.0
13743,machelle0021,866.0
13745,NickMcCoy22,5104.0
13748,NoToGilead,1278.0
13754,_reawakened_,7640.0
13758,City2FarminIowa,7826.0
13766,ChrisLMcKenna,7151.0
13796,Ephemeralitay,86542.0
13798,DonMykidsrfirst,22634.0
13799,CrawfordD9713,352.0
13800,lshelm,1589.0
13803,laurenhuffer,201.0
13820,spooney85,3094.0
13827,andrea_goyao,876.0
13832,DrunkAtIndy,32314.0
13836,BonnieReynolds4,9.0
13837,Hipnotic_swaqq,3490.0
13863,kookiesmeli,1681.0
13876,chachacoleman,3326.0
13881,reflatt,68.0
13884,FlexShon,429.0
13914,blackfirebrigad,871.0
13915,JoeBajner,438.0
13921,StuckInStJoe,2669.0
13922,snowman4217,23707.0
13933,ESPNPeoria,7580.0
13935,THOMAS14679508,37.0
13937,ZAN_4PM,49412.0
13938,1cubs,334.0
13940,jsprimrose99,7581.0
13948,Bay_Max13,5129.0
13951,salukifan1999,1167.0
13952,lifessoldier1,1138.0
13959,haines853,1897.0
13969,tmj_IL_it,477.0
13976,quinn_trewartha,885.0
13977,ahofer1,693.0
13981,nas_thomas,5564.0
13989,tmj_IL_EDU,298.0
13990,AnitaTinsley,88.0
14004,LovesJobs,238.0
14011,rasheed_sanders,167.0
14012,jessicaknell,6232.0
14016,MrAs4thGrade,1305.0
14044,Christian_A0501,1147.0
14047,BarryLHouser,4361.0
14049,cars_harned,5500.0
14052,MarchingIllini,5121.0
14054,TJ_Dee18,8277.0
14058,lilseedwind,1929.0
14062,carajallen,188.0
14084,JCPSAsstSuptMS,53921.0
14090,crsouthjr,6640.0
14094,MarkBuran2,37538.0
14109,jasonbigelow,555.0
14116,RachelJachino,407.0
14119,barberdmier,16707.0
14139,DrTELewis,6728.0
14153,kevin_n78,2992.0
14156,GSUVeep,4177.0
14158,EsportsMidwest,9453.0
14159,ErikTheGuru,7467.0
14162,CayceFrietsch,120.0
14180,TheShoeMoney,7823.0
14183,LaurenMagiera,3658.0
14194,m00nSerpent,942.0
14213,CarlyGroff,509.0
14230,KoltenAdermann,1134.0
14233,Dawson14_44,664.0
14236,ShawnFritsche,5561.0
14258,GottaLoveTheHD,1388.0
14266,RockNResist,16682.0
14271,MrsAcevedo1,49.0
14282,Hpotts96,3053.0
14286,jesssicasimonn,4106.0
14290,itzyaboyBugZ,14377.0
14292,StckupKay,32995.0
14297,ProfessorGeek,9134.0
14300,AyO_Niquestrr,9656.0
14301,AbdulAh00121429,9.0
14314,EnjoyJourney,5509.0
14316,sak386,4115.0
14319,ConnorSampson7,1160.0
14320,Ohmmemusic,4127.0
14330,kcline0401,394.0
14338,Timothy715211,526.0
14343,HerCampusISU,2353.0
14350,Jerezsense,901.0
14353,RevJay4,1023.0
14360,TonyaLamia,494.0
14364,born2rock1974,50851.0
14365,reppie2roo,146.0
14370,CarlyWichus,6370.0
14379,zieskjack,7907.0
14385,kylecrowl_12,9173.0
14387,jbscbom,222.0
14397,FinalFamePhilip,135455.0
14404,danjb125,295.0
14405,mrbabs23,6009.0
14418,kaliissttaa,23673.0
14436,cbull794,2808.0
14441,mabes_j,5010.0
14448,KathyGr25789416,45005.0
14452,b_orzy,194.0
14455,MeganGille,1819.0
14469,Laycieerrose,3773.0
14481,_RachelLynnD,11126.0
14488,_plcoyne19,6794.0
14491,looking4jasmine,2716.0
14495,Joey_ThePanda,6539.0
14511,bauerfarms87,1840.0
14522,Citydentrepair,960.0
14524,ChipZnuff,1714.0
14529,a_travel_bot,7691.0
14532,DarrelPeck,1025.0
14535,valtaekook,11948.0
14549,taejooners,21911.0
14557,JohnLuke0414,1522.0
14561,Haley_Abel,7765.0
14565,11isking,23511.0
14568,drerae,8602.0
14569,maandzz_,35178.0
14578,chicagooan,2022.0
14580,illinibill1,11.0
14581,KelseyQShelton,26528.0
14582,StCharlesBW,452.0
14587,MarkEricson4,30.0
14596,Spideeryswagg,11482.0
14612,StephPerez21,27982.0
14616,snipedbyranger,2882.0
14622,baepsae_rin,51.0
14630,SethAGonzalez,5579.0
14634,berniepettyaf,2868.0
14636,tmj_healthjobs,565.0
14640,ClouseBrian,411.0
14644,BEAR7478,3631.0
14646,StylishlyCia,997.0
14658,StollTj,9850.0
14679,ajs_april,58.0
14687,latriiice,31894.0
14688,DaveKizzar,5472.0
14689,mrhoades2,1043.0
14705,t_frank_w,52356.0
14713,ibebraggin,16421.0
14720,klondike_red,17795.0
14729,metzgert11,125.0
14730,TLaVoie14,42470.0
14731,LuciaFlaco,4224.0
14736,DrCoreyTafoya,1271.0
14755,BrettMyhres,137306.0
14785,klusters22,9919.0
14789,MMcHarry,4799.0
14794,giselleemg,564.0
14824,kathy_niechcial,2989.0
14835,Username_Nate1,47.0
14842,KDougs95,5889.0
14846,KimMarzano,197.0
14853,tneil809,4436.0
14859,gebby1984,8257.0
14864,vivianp97,3585.0
14868,tracimueller6,868.0
14873,canhop1,70.0
14884,CoxRyan89,30643.0
14889,ScottRobak,6784.0
14890,CROPLAN_IL,35.0
14894,ktdenise,116063.0
14897,terrybline,864.0
14902,jcbastone,795.0
14908,gary_CALguy,2525.0
14910,sarahkayzeee,5715.0
14923,HaileyE3017,1439.0
14938,JacksonTookAcid,1067.0
14945,stephdpedersen,8057.0
14952,stephwilms22,1806.0
14955,lilactaeil,43592.0
14957,David_Summers81,319.0
14959,Mike_E21,5989.0
14967,MattSchimmel,72.0
14969,jaaada811,373.0
14974,AFC_HC,1593.0
14980,noahdearwester,3186.0
14981,n1ghtwatchman50,10566.0
15020,austinwaldschm1,117.0
15026,eliolin07,991.0
15027,matthewkgray,6540.0
15034,tbchicago1,36290.0
15041,inspired_paper,1662.0
15049,Clay_2_da_ton,1724.0
15054,moekaye1,61197.0
15071,sheltonskyhawk,3612.0
15072,TomDerrico,6190.0
15079,bcccoach,968.0
15080,mc_pmccarthy,1501.0
15087,keith727,1654.0
15089,TheReelJB,5562.0
15094,carliedidier,15346.0
15096,zepbrewer,653.0
15101,tmillofficial,118.0
15102,beaumadisonpc,90222.0
15103,_CoachGrant,758.0
15109,JaredParker,52762.0
15110,jackhill00,1299.0
15111,ygg_studios,28121.0
15138,JHammontree2016,78.0
15142,TimLaatsch,1680.0
15155,CoachCryder,542.0
15190,emt115,5380.0
15193,payneonthefarm,136.0
15195,ri_jo8,6479.0
15199,TommyDemma,896.0
15205,illini11,500.0
15218,dspears2,9196.0
15242,theehunterwest,4456.0
15270,Yorkboy76,2147.0
15278,Kerry1952,657.0
15282,fsu1750,774.0
15283,natalie_jane15,1752.0
15306,chadspurlock311,674.0
15308,___TDUB___,1516.0
15312,missymomo17,4336.0
15316,SomeonePayMe,21617.0
15317,badmoodb,7821.0
15334,mollyflexsenhar,2824.0
15342,Emmma_harrt,14570.0
15344,JNGLSMUSIC,3996.0
15361,asolochek,1731.0
15373,Illibuck1,8063.0
15386,fuckKainee,7712.0
15411,AmbiguousOracle,56899.0
15418,pomalley3,56810.0
15460,Henry_Stark,3500.0
15462,millbob2006,540.0
15476,AutumnSteif,112.0
15494,Lukey_xxv,682.0
15512,chisoxfan52,1159.0
15514,tazhaecrowley,3661.0
15515,jrs_irl,562.0
15539,AustinSPalmer,1902.0
15545,xpey_tonx,207.0
15556,CdubSoIl,60.0
15560,SoulflyMom2,1848.0
15561,BojovicAlisson,4391.0
15566,iamjayduh,8606.0
15575,TheKoblerone24,4845.0
15582,shaneharty08,14239.0
15585,Michael74129,2613.0
15586,parkonious,82.0
15599,Skyduck64,43582.0
15615,ZachMorgason,269.0
15623,TheTreeKeeper,25851.0
15635,lester60086706,356.0
15638,MorgannMaee,60992.0
15642,TylerJohnMalone,8601.0
15648,MontyB34,951.0
15650,strang_shane,699.0
15689,TheAlexRestrepo,3263.0
15697,rebekahpolo,9285.0
15712,ClaytonDeYoung,1741.0
15713,DrVickiLarson,998.0
15728,ENVYBESSON,29410.0
15757,DLOmom1,18528.0
15772,WilliamSugas,7374.0
15777,crystalwoodsgc,126.0
15800,sp1deyluvr,27727.0
15803,loganbyers10,3354.0
15814,johnnythelen24,4123.0
15816,myakuhn17,836.0
15817,MikeMiletichHOI,4431.0
15819,Dominiak_Josh,4785.0
15865,Sage55386318,2.0
15874,Aurora_IL,2784.0
15875,BloomingtonIL_,2754.0
15876,BurtonIL,2683.0
15877,CharlestonIL,2747.0
15879,MarbleheadIL,2681.0
15880,MattoonIL,2744.0
15881,PeoriaIL_,2769.0
15882,QuincyIL,2679.0
15883,RockfordIL_,2782.0
15893,jennii_7_,210.0
15894,scottwirtjes,99.0
15913,Shrinkie_Dink,19448.0
15915,maria25568618,117.0
15920,bbwifey_,12368.0
15929,miscalainaeous,38006.0
15941,Ryan_ILFB,924.0
15944,Lopez_Alberto,580.0
15945,Mobshit_Lan,2332.0
15955,lynnel54,6661.0
15965,_RedBon3Shawty,42543.0
15967,_mrkschultz,575.0
15968,GabyCedeno17,2199.0
15983,Jennifer05190,63.0
15985,_jasonpersinger,6306.0
15991,DanitaBlackwood,168452.0
15996,yanicel_,6404.0
16008,mnwabenu,543.0
16027,rosannmm72,846.0
16032,Big_Head_Mikey,4873.0
16067,alsoKellyWright,699.0
16074,Rudy75676706,20.0
16077,GRAPEJAM6860,1509.0
16094,PhilGarrett12,11627.0
16104,Russell_Nick_,101.0
16106,_SamFuentes,44897.0
16134,PatrickWOlson,3078.0
16140,madetobemine,1513.0
16149,usbankcareers,6231.0
16150,bdiggle,7379.0
16169,LukeSpencerJ,1134.0
16173,VB__25,7539.0
16178,LittyKittr,18817.0
16183,JoeyStufflebeam,5428.0
16188,TomWaddell1981,954.0
16199,gilliantaym999,693.0
16203,Olivia_Graciela,63615.0
16207,kdmeyer17,1319.0
16208,tmj_mad_acct,270.0
16215,gabby_gavino,1443.0
16223,joem500,3764.0
16230,landrovervelar,48.0
16231,troiwarren,125668.0
16233,jwwhitt,12792.0
16240,MooMobile,885.0
16250,IdontGIVEaFLUFF,22127.0
16254,neub,14520.0
16257,PastorKeithT,503.0
16259,newtoneric29,526.0
16260,bgmultifamily,1698.0
16263,facelandmann,92.0
16279,KylePetrie12,25314.0
16280,Jordybr_7,3113.0
16284,AharrisCoach,124.0
16299,John_Rude,453.0
16320,HeatherGJB,1329.0
16328,Lin_Doe,5241.0
16344,alireidtv,386.0
16351,allison_lyman,1865.0
16355,Eureka_ChrisR,4481.0
16359,MrsDavi4,1058.0
16360,Dusti_Gazongaz,23305.0
16363,SusanMKiley1,27.0
16376,etteiiluj,11875.0
16398,DorothyMRobinso,264.0
16417,Estelle7Lauren,23.0
16422,BubsCaleb,131.0
16423,leighstring,4263.0
16424,griffinvidor,8158.0
16430,Tylergus34,393.0
16453,johncrewsbass,6222.0
16455,JefandVic,2126.0
